pair;w_x;w_y
('BNY', 'SCHW');4.634361772989685;-3.634361772989685
('BNY', 'FRT');-29.331785093272817;30.331785093272817
('BNY', 'PNW');-1.1464554333177959;2.146455433317796
('BNY', 'KR');-0.30125492118929675;1.3012549211892968
('BNY', 'GS');52.19191698146395;-51.19191698146395
('BNY', 'PM');-1.1739114643842044;2.1739114643842044
('BNY', 'SW');-0.6648218111273693;1.6648218111273692
('BNY', 'CVS');-1.1544463994089043;2.1544463994089043
('BNY', 'DHR');-6.773712957087845;7.773712957087845
('BNY', 'CNC');-0.8258346192731424;1.8258346192731423
('BNY', 'DUK');-0.7495051725851442;1.7495051725851443
('BNY', 'QCOM');3.370964041169525;-2.370964041169525
('BNY', 'KIM');9.09133559287041;-8.09133559287041
('BNY', 'CI');-1.1271620723681166;2.1271620723681166
('BNY', 'DOW');-10.93228620635435;11.93228620635435
('BNY', 'DOV');9.685774268068442;-8.685774268068442
('BNY', 'WAT');-10.6463566525362;11.6463566525362
('UAL', 'TROW');5.237967539129199;-4.237967539129199
('UAL', 'TER');4.689316889655896;-3.689316889655896
('UAL', 'MDT');-1.0375100639727588;2.037510063972759
('UAL', 'FOX');-1.7805848462956064;2.7805848462956066
('UAL', 'MO');-0.6491996477634517;1.6491996477634516
('UAL', 'DTE');-0.6731420481831291;1.6731420481831292
('UAL', 'HUM');-0.2633811864231489;1.2633811864231488
('UAL', 'ADM');-1.2549906529013908;2.254990652901391
('UAL', 'TECH');-3.4984363427643865;4.4984363427643865
('UAL', 'GNRC');2.47210004826268;-1.4721000482626796
('UAL', 'EBAY');-14.198211510671017;15.198211510671017
('UAL', 'EG');-0.6395778731269796;1.6395778731269797
('UAL', 'TXN');-41.716239888231854;42.716239888231854
('UAL', 'SJM');-0.1807851977170965;1.1807851977170967
('UAL', 'RVTY');-2.1168907446970424;3.1168907446970424
('UAL', 'UDR');-5.99496167802147;6.99496167802147
('UAL', 'DE');-2.8204815414173154;3.8204815414173154
('UAL', 'CMS');-0.6434326641053869;1.643432664105387
('UAL', 'AZO');-0.8319530593682136;1.8319530593682136
('UAL', 'HRL');-0.4115160752355169;1.411516075235517
('UAL', 'CME');-0.32862259608703687;1.3286225960870368
('UAL', 'FANG');-1.422390085773236;2.422390085773236
('UAL', 'BF-B');-1.598437257315081;2.598437257315081
('UAL', 'CNP');-0.8600849628931548;1.8600849628931548
('UAL', 'PM');-0.7831828287877693;1.7831828287877693
('UAL', 'AXON');-1.9668252628149692;2.966825262814969
('UAL', 'FE');-0.7599378678781102;1.7599378678781101
('UAL', 'MAA');-4.082569602968301;5.082569602968301
('UAL', 'PFE');-0.5533654038041997;1.5533654038041997
('UAL', 'REGN');-0.6547400742866692;1.6547400742866691
('UAL', 'JCI');-5.323158684019598;6.323158684019598
('UAL', 'JKHY');-2.932101564799322;3.932101564799322
('UAL', 'LUV');-3.847106401174682;4.847106401174682
('UAL', 'CPT');-4.217942702880615;5.217942702880615
('UAL', 'UNH');-0.27598813344094536;1.2759881334409453
('UAL', 'GPC');-2.222234467054001;3.222234467054001
('UAL', 'EQR');-3.3263282400535252;4.326328240053526
('UAL', 'AES');18.8460609196451;-17.8460609196451
('UAL', 'LITE');5.436109638634794;-4.436109638634794
('UAL', 'BAX');-1.0746568995189638;2.074656899518964
('UAL', 'JNJ');-0.36482091027649044;1.3648209102764906
('UAL', 'PGR');-0.3411263813836739;1.3411263813836738
('TROW', 'TER');36.22190692406898;-35.22190692406898
('TROW', 'BBY');-2.1636645491666173;3.1636645491666173
('TROW', 'DTE');-0.4826089090864138;1.4826089090864139
('TROW', 'MGM');-37.71262746609746;38.71262746609746
('TROW', 'HUM');-0.2028958668433752;1.2028958668433751
('TROW', 'FCX');-11.27684267725874;12.27684267725874
('TROW', 'ADM');-0.8191350524071874;1.8191350524071874
('TROW', 'TECH');-1.6970666487927755;2.6970666487927755
('TROW', 'WBD');6.288395498072482;-5.288395498072482
('TROW', 'EBAY');-3.095853322905709;4.095853322905709
('TROW', 'EG');-0.461163644844892;1.461163644844892
('TROW', 'GLW');-1.3667771091284615;2.3667771091284613
('TROW', 'GM');-6.395912806851086;7.395912806851086
('TROW', 'TXN');-3.765201888975628;4.765201888975628
('TROW', 'MMM');-2.9233234669639554;3.9233234669639554
('TROW', 'RVTY');-1.2197807100699058;2.219780710069906
('TROW', 'DE');-1.4833014514039748;2.4833014514039746
('TROW', 'CMS');-0.46363904000179595;1.463639040001796
('TROW', 'HSIC');-0.6919722048333434;1.6919722048333434
('TROW', 'AZO');-0.5808626327920193;1.5808626327920194
('TROW', 'CNP');-0.5977338096753845;1.5977338096753846
('TROW', 'PM');-0.5512407435116423;1.5512407435116424
('TROW', 'SW');-0.3564625681249747;1.3564625681249747
('TROW', 'CVS');-0.544687342891949;1.544687342891949
('TROW', 'DHR');-1.3441831304424865;2.3441831304424867
('TROW', 'ECHO');-4.876875048405193;5.876875048405193
('TROW', 'PFE');-0.4049403896664018;1.404940389666402
('TROW', 'JKHY');-1.5209358813225249;2.520935881322525
('TROW', 'TRMB');-4.222810360503234;5.222810360503234
('TROW', 'LUV');-1.7945822075729982;2.7945822075729985
('TROW', 'CPT');-1.8904054500538026;2.8904054500538026
('TROW', 'VICI');-1.0830392183569642;2.0830392183569644
('TROW', 'LITE');-116.27037487321634;117.27037487321634
('TROW', 'BAX');-0.7214687171914042;1.7214687171914043
('TROW', 'KEYS');-2.041721236715;3.041721236715
('TROW', 'DOW');-1.5183512440908684;2.5183512440908684
('TROW', 'JNJ');-0.2759517317687291;1.2759517317687292
('TROW', 'PGR');-0.25912496753804765;1.2591249675380478
('TROW', 'IEX');-0.9597510710119984;1.9597510710119983
('ISRG', 'NVR');-5.392269954435587;6.392269954435587
('ISRG', 'EQIX');-7.088389636700435;8.088389636700434
('ISRG', 'TER');3.9142752442491937;-2.9142752442491937
('ISRG', 'CIEN');-4.144973053740848;5.144973053740848
('ISRG', 'MCHP');3.9791321357345284;-2.9791321357345284
('ISRG', 'EIX');-1.5614412825772326;2.5614412825772326
('ISRG', 'HUM');-0.2825387437162343;1.2825387437162343
('ISRG', 'PPG');40.44146626606678;-39.44146626606678
('ISRG', 'WBD');2.808238584581311;-1.8082385845813111
('ISRG', 'SYK');-2.194812046532498;3.194812046532498
('ISRG', 'SNA');-2.508525735982944;3.508525735982944
('ISRG', 'CSGP');-437.05341558181277;438.05341558181277
('ISRG', 'EXPD');-5.286397790337164;6.286397790337164
('ISRG', 'INVH');-18.33632236455318;19.33632236455318
('ISRG', 'CMG');-1.8549736383232482;2.8549736383232482
('ISRG', 'ZTS');-4.8364549127558165;5.8364549127558165
('ISRG', 'TYL');14.460726809169389;-13.460726809169389
('ISRG', 'SO');-0.7154561607290353;1.7154561607290353
('ISRG', 'MRVL');1.992036538427413;-0.9920365384274129
('ISRG', 'XOM');-0.827089279434497;1.827089279434497
('ISRG', 'PCG');-0.7825424229515348;1.7825424229515348
('ISRG', 'TAP');-0.6158276315811813;1.6158276315811813
('ISRG', 'AVB');-4.054254505431003;5.054254505431003
('ISRG', 'GE');-3.3194985719506933;4.319498571950693
('ISRG', 'ROL');-1.0461025063585985;2.0461025063585985
('ISRG', 'DRI');-0.8756607759837601;1.87566077598376
('ISRG', 'CINF');-4.7303661164601305;5.7303661164601305
('ISRG', 'ORLY');-0.48918475104154074;1.4891847510415408
('ISRG', 'CL');-0.31134834257228905;1.311348342572289
('ISRG', 'CHD');-0.26463952826088605;1.264639528260886
('ISRG', 'DVA');-1.605844561446167;2.6058445614461667
('ISRG', 'AAPL');-10.308065963667604;11.308065963667604
('ISRG', 'OTIS');-3.1520773388679;4.1520773388679
('ISRG', 'JNJ');-0.3936559250408656;1.3936559250408656
('NVR', 'VRTX');-1.7063616631673;2.7063616631673
('NVR', 'EQIX');26.714447437759006;-25.714447437759006
('NVR', 'CIEN');-21.242565982978636;22.242565982978636
('NVR', 'FOX');-4.054880878986377;5.054880878986377
('NVR', 'MO');-0.97282294733837;1.97282294733837
('NVR', 'EIX');-2.6054817511303376;3.6054817511303376
('NVR', 'HUM');-0.35345575881417085;1.353455758814171
('NVR', 'BLDR');2.665616808974611;-1.6656168089746106
('NVR', 'ESS');16.148818138171485;-15.148818138171485
('NVR', 'WBD');2.1890129183693112;-1.189012918369311
('NVR', 'SYK');-4.387807910154417;5.387807910154417
('NVR', 'WDAY');4.748513003593972;-3.748513003593972
('NVR', 'SNA');-5.560539519921892;6.560539519921892
('NVR', 'ECL');-12.996716011206269;13.996716011206269
('NVR', 'EBAY');6.873421285187247;-5.873421285187247
('NVR', 'SBUX');-11.681934260490557;12.681934260490557
('NVR', 'PWR');11.752989690436625;-10.752989690436625
('NVR', 'EXPD');-319.178152729099;320.178152729099
('NVR', 'INVH');9.055179847244899;-8.055179847244899
('NVR', 'AME');-7.001107538950195;8.001107538950196
('NVR', 'ZTS');-55.62268579734371;56.62268579734371
('NVR', 'SO');-0.9778856122299165;1.9778856122299167
('NVR', 'XOM');-1.1581092462597118;2.158109246259712
('NVR', 'PCG');-1.0851449210695343;2.0851449210695345
('NVR', 'BSX');-1.108582896962501;2.108582896962501
('NVR', 'LIN');-3.1224980903662223;4.122498090366222
('NVR', 'ITW');-107.00666542945375;108.00666542945375
('NVR', 'AOS');25.245935870509648;-24.245935870509648
('NVR', 'FOXA');-3.4469465976917766;4.446946597691777
('NVR', 'ORLY');-0.6377619104163844;1.6377619104163843
('NVR', 'RSG');-0.42536841096607614;1.425368410966076
('NVR', 'HWM');-22.772496809273566;23.772496809273566
('NVR', 'FISV');-6.298497287634539;7.298497287634539
('NVR', 'TTWO');8.27160075599705;-7.271600755997049
('NVR', 'AAPL');13.404124219993149;-12.404124219993149
('NVR', 'WM');-0.40717718256725366;1.4071771825672537
('NVR', 'CRM');6.328754033548235;-5.328754033548235
('TPR', 'TER');3.2963577354762714;-2.2963577354762714
('TPR', 'FOX');-2.6127009850597527;3.6127009850597527
('TPR', 'MO');-0.8003938169841766;1.8003938169841767
('TPR', 'SWKS');3.861026952747959;-2.861026952747959
('TPR', 'DTE');-0.8327277308296411;1.832727730829641
('TPR', 'MGM');3.779431828646951;-2.779431828646951
('TPR', 'SYY');-1.1398981339190466;2.1398981339190466
('TPR', 'WBD');2.515641448695601;-1.5156414486956011
('TPR', 'ZBRA');3.072656060552543;-2.072656060552543
('TPR', 'ACGL');-1.0516888810611518;2.051688881061152
('TPR', 'MPC');-1.3256793892967376;2.3256793892967376
('TPR', 'D');-1.1842970323639896;2.1842970323639896
('TPR', 'MRK');-0.2833152223612884;1.2833152223612885
('TPR', 'ETR');-1.347657109572005;2.3476571095720047
('TPR', 'EBAY');19.165876919252774;-18.165876919252774
('TPR', 'GEHC');-13.962135797123839;14.962135797123839
('TPR', 'EG');-0.7874612357946001;1.7874612357946003
('TPR', 'EXE');-2.9100339514388343;3.9100339514388343
('TPR', 'TXN');10.716452946754499;-9.716452946754499
('TPR', 'ED');-0.5300235656534779;1.5300235656534777
('TPR', 'ES');-1.81679842374246;2.81679842374246
('TPR', 'NEE');-1.642929004304939;2.642929004304939
('TPR', 'UDR');-30.156437841977077;31.156437841977077
('TPR', 'WEC');-0.8714373268242956;1.8714373268242956
('TPR', 'AWK');-2.2910913372486044;3.2910913372486044
('TPR', 'EVRG');-1.1027048348846296;2.1027048348846296
('TPR', 'RTX');-0.8831604870414571;1.883160487041457
('TPR', 'CHRW');-3.180956464312215;4.1809564643122155
('TPR', 'CMS');-0.7926382257926574;1.7926382257926574
('TPR', 'HSIC');-1.3302572925011336;2.3302572925011336
('TPR', 'AZO');-1.0528816890252983;2.0528816890252983
('TPR', 'FANG');-1.9686001165479707;2.9686001165479707
('TPR', 'CNP');-1.0929410562192938;2.092941056219294
('TPR', 'PM');-0.9842024206219318;1.9842024206219318
('TPR', 'DGX');-0.49254839430081293;1.4925483943008129
('TPR', 'TRGP');-2.7432629564936084;3.7432629564936084
('TPR', 'FE');-0.9518065594449399;1.9518065594449399
('TPR', 'OMC');-2.169368557166781;3.169368557166781
('TPR', 'RMD');-4.6858629177782944;5.6858629177782944
('TPR', 'FOXA');-2.3202351309134985;3.3202351309134985
('TPR', 'SRE');-1.69667771733772;2.69667771733772
('TPR', 'PFE');-0.673130739682347;1.6731307396823472
('TPR', 'DUK');-0.6488529704114041;1.648852970411404
('TPR', 'FSLR');3.6877853735419435;-2.6877853735419435
('TPR', 'J');-3.4832347672722586;4.483234767272259
('TPR', 'IBKR');-1.8271475483131039;2.827147548313104
('TPR', 'VICI');-2.6462201099729707;3.6462201099729707
('TPR', 'O');-1.5125960826056397;2.5125960826056395
('TPR', 'AES');6.191028529555645;-5.191028529555645
('TPR', 'AEE');-0.8935582713532325;1.8935582713532324
('TPR', 'DLTR');-1.970849943313775;2.970849943313775
('TPR', 'BAX');-1.4096295650288992;2.4096295650288995
('TPR', 'LMT');-0.3887601104031139;1.388760110403114
('TPR', 'KEYS');-14.858782660608545;15.858782660608545
('TPR', 'PSA');-2.742571758633927;3.742571758633927
('TPR', 'WYNN');39.28121676684329;-38.28121676684329
('TPR', 'AEP');-1.010271627870802;2.010271627870802
('TPR', 'BALL');-6.093509779278023;7.093509779278023
('TPR', 'JNJ');-0.4324197558767398;1.4324197558767398
('TPR', 'DOV');42.137909725116636;-41.137909725116636
('DVN', 'FOX');-3.867610957636061;4.867610957636061
('DVN', 'MO');-0.9547800708292378;1.9547800708292378
('DVN', 'SWKS');3.0717266261481133;-2.0717266261481133
('DVN', 'CDNS');5.396768439937145;-4.396768439937145
('DVN', 'ADM');-2.23155670113879;3.23155670113879
('DVN', 'WBD');2.21423169157245;-1.21423169157245
('DVN', 'SYK');-4.172470399426614;5.172470399426614
('DVN', 'TSN');-1.2521644906788445;2.2521644906788443
('DVN', 'EBAY');7.28317831809198;-6.28317831809198
('DVN', 'EG');-0.9380532308180755;1.9380532308180756
('DVN', 'GM');4.065394271830464;-3.0653942718304643
('DVN', 'DE');-10.907776685245398;11.907776685245398
('DVN', 'CMS');-0.9447435264207307;1.9447435264207307
('DVN', 'INCY');-0.8153096593866397;1.8153096593866398
('DVN', 'AZO');-1.2908891978633472;2.2908891978633474
('DVN', 'HRL');-0.5667695293690996;1.5667695293690995
('DVN', 'LIN');-3.0038783092092025;4.0038783092092025
('DVN', 'CNP');-1.3459412630175074;2.3459412630175076
('DVN', 'PM');-1.1976275324896082;2.197627532489608
('DVN', 'SW');-0.6750591875859964;1.6750591875859964
('DVN', 'GE');-9.242258760723104;10.242258760723104
('DVN', 'CVS');-1.1775562110465934;2.1775562110465936
('DVN', 'FE');-1.1541204380975658;2.1541204380975656
('DVN', 'FOXA');-3.3061168399246728;4.306116839924673
('DVN', 'CINF');-31.56713577577057;32.56713577577057
('DVN', 'SRE');-2.2389397942181697;3.2389397942181697
('DVN', 'PFE');-0.7921686520592052;1.792168652059205
('DVN', 'DOC');6.90302970155539;-5.90302970155539
('DVN', 'AAPL');15.2115189424149;-14.2115189424149
('DVN', 'DOW');-12.265459306366635;13.265459306366635
('DVN', 'DOV');8.975620971351908;-7.975620971351908
('DVN', 'IEX');-3.016715213463023;4.016715213463023
('BA', 'MCHP');2.6971514363616205;-1.6971514363616207
('BA', 'EIX');-2.640549951441928;3.640549951441928
('BA', 'HUM');-0.35522670539645457;1.3552267053964546
('BA', 'ESS');15.295337625869985;-14.295337625869985
('BA', 'ADI');5.3368339384961745;-4.3368339384961745
('BA', 'SYK');-4.476650473357874;5.476650473357874
('BA', 'REG');399.37544173373544;-398.37544173373544
('BA', 'KMI');-2.0196022132231355;3.0196022132231355
('BA', 'MMM');7.333101663038404;-6.333101663038404
('BA', 'ADSK');2.879507904696599;-1.8795079046965986
('BA', 'INVH');8.794246453399717;-7.794246453399717
('BA', 'IDXX');2.94239487625195;-1.9423948762519498
('BA', 'ZTS');-70.28100684666354;71.28100684666354
('BA', 'XOM');-1.167389180069227;2.167389180069227
('BA', 'ITW');-177.70413803780966;178.70413803780966
('BA', 'GS');24.472537968530066;-23.472537968530066
('BA', 'CNP');-1.38873864624716;2.38873864624716
('BA', 'PM');-1.2332297999153699;2.2332297999153696
('BA', 'MPWR');1.9591485047713826;-0.9591485047713826
('BA', 'SW');-0.6902476801570648;1.6902476801570647
('BA', 'GE');-10.67910448320686;11.67910448320686
('BA', 'DHR');-8.180825061696211;9.180825061696211
('BA', 'CNC');-0.8606015751895526;1.8606015751895526
('BA', 'TEL');6.878625785575286;-5.878625785575286
('BA', 'JKHY');-15.014558030223359;16.01455803022336
('BA', 'HON');-7.5209389847977235;8.520938984797723
('BA', 'OTIS');-9.338050936572472;10.338050936572472
('BA', 'KIM');7.710867029873199;-6.710867029873199
('BA', 'NUE');4.086861918234103;-3.0868619182341024
('BA', 'BALL');-21.91138092362613;22.91138092362613
('BA', 'JNJ');-0.5062138166114342;1.506213816611434
('BA', 'DOV');8.124412330897282;-7.1244123308972815
('BA', 'BLK');5.474219072495864;-4.474219072495864
('VRTX', 'EQIX');2.54387396718739;-1.54387396718739
('VRTX', 'V');6.335649137263037;-5.335649137263037
('VRTX', 'CIEN');2.9427449294915218;-1.9427449294915218
('VRTX', 'FOX');4.672720617178999;-3.6727206171789986
('VRTX', 'MO');-3.5891912354630082;4.589191235463009
('VRTX', 'CDNS');2.03581948269338;-1.0358194826933802
('VRTX', 'AJG');-96.06749915749383;97.06749915749383
('VRTX', 'HUM');-0.7070551708012192;1.7070551708012192
('VRTX', 'MSI');11.444375414699957;-10.444375414699957
('VRTX', 'IRM');2.5918982424268227;-1.5918982424268224
('VRTX', 'WBD');1.5208449196471694;-0.5208449196471695
('VRTX', 'CPRT');2.5946264495212943;-1.5946264495212945
('VRTX', 'SYK');4.428578468327281;-3.428578468327281
('VRTX', 'BKNG');2.750624283664011;-1.7506242836640111
('VRTX', 'ACGL');-9.181098660213609;10.181098660213609
('VRTX', 'FAST');3.521097189995741;-2.521097189995741
('VRTX', 'SNA');3.9045502160388548;-2.9045502160388548
('VRTX', 'EBAY');2.168115903747473;-1.168115903747473
('VRTX', 'SBUX');3.1692956695754666;-2.1692956695754666
('VRTX', 'AMZN');1.7206013640873816;-0.7206013640873815
('VRTX', 'INTC');1.8471500637892384;-0.8471500637892383
('VRTX', 'APTV');1.9716820139358915;-0.9716820139358914
('VRTX', 'WELL');3.164856132500688;-2.164856132500688
('VRTX', 'EXPD');2.7209079375723078;-1.720907937572308
('VRTX', 'MSFT');2.2044213765388077;-1.2044213765388074
('VRTX', 'CTAS');3.162529853531534;-2.162529853531534
('VRTX', 'AMAT');1.664914723099968;-0.6649147230999679
('VRTX', 'CHRW');3.9545342968622825;-2.9545342968622825
('VRTX', 'ZTS');2.7920134924203834;-1.7920134924203834
('VRTX', 'HSIC');234.49479289619114;-233.49479289619114
('VRTX', 'SO');-3.6329432223564107;4.632943222356411
('VRTX', 'XOM');-5.716823800824509;6.716823800824509
('VRTX', 'PCG');-4.727487870732736;5.727487870732736
('VRTX', 'BSX');-5.018957551520624;6.018957551520624
('VRTX', 'LIN');5.967369359882446;-4.967369359882446
('VRTX', 'LULU');2.125369748050818;-1.125369748050818
('VRTX', 'CTVA');14.121093595425618;-13.121093595425618
('VRTX', 'PM');-6.850219132643444;7.850219132643444
('VRTX', 'GE');3.247703016333136;-2.247703016333136
('VRTX', 'FE');-6.037247122043327;7.037247122043327
('VRTX', 'CNC');-2.7161575801240088;3.7161575801240088
('VRTX', 'GOOGL');1.8677920518638702;-0.8677920518638702
('VRTX', 'META');1.5686205179462465;-0.5686205179462465
('VRTX', 'COR');-0.4551934745991297;1.4551934745991297
('VRTX', 'FOXA');5.359511013765355;-4.359511013765355
('VRTX', 'CINF');2.811372599174658;-1.8113725991746579
('VRTX', 'SNPS');2.08651830339542;-1.0865183033954202
('VRTX', 'GOOG');1.8321480205747571;-0.8321480205747571
('VRTX', 'PFE');-2.4219931800734993;3.4219931800734993
('VRTX', 'FSLR');1.707330309387207;-0.7073303093872069
('VRTX', 'RSG');-0.8986782390795497;1.8986782390795496
('VRTX', 'DASH');1.56076434671791;-0.56076434671791
('VRTX', 'PHM');2.166567632764576;-1.166567632764576
('VRTX', 'UNH');-0.7535659867199052;1.7535659867199052
('VRTX', 'DDOG');1.5171062912800672;-0.5171062912800672
('VRTX', 'MA');3.6807385200839433;-2.6807385200839433
('VRTX', 'TTWO');2.2435385340858884;-1.2435385340858884
('VRTX', 'AEE');-4.888334004661064;5.888334004661064
('VRTX', 'WYNN');2.2419396235645483;-1.2419396235645486
('VRTX', 'MU');1.9131410953995664;-0.9131410953995664
('VRTX', 'DOV');2.2468814271501154;-1.2468814271501154
('VRTX', 'CRM');2.131630450450343;-1.1316304504503434
('VRTX', 'LRCX');1.6527279855357058;-0.6527279855357057
('TKO', 'MO');-4.413864881726777;5.413864881726777
('TKO', 'GEN');1.943581951445849;-0.943581951445849
('TKO', 'TECH');2.6374222680964228;-1.6374222680964228
('TKO', 'STLD');1.8302234784626747;-0.8302234784626747
('TKO', 'PEP');-1.5447725430522046;2.5447725430522046
('TKO', 'MRK');-0.6802956035574323;1.6802956035574323
('TKO', 'EG');-4.206144041578352;5.206144041578352
('TKO', 'BDX');-6.557967633962243;7.557967633962243
('TKO', 'ED');-1.7419094730980074;2.741909473098007
('TKO', 'PNW');-8.973788136358186;9.973788136358186
('TKO', 'KR');-0.639314169381174;1.6393141693811741
('TKO', 'KMB');-0.9503577191903243;1.9503577191903243
('TKO', 'CNP');-22.62300864758434;23.62300864758434
('TKO', 'CNC');-3.200350707361051;4.200350707361051
('TKO', 'YUM');-37.039648866341736;38.039648866341736
('TKO', 'PFE');-2.81403831876543;3.81403831876543
('TKO', 'MKC');-3.6526861684551637;4.652686168455164
('TKO', 'JNJ');-1.2402364683990321;2.240236468399032
('TKO', 'PGR');-1.1133060962968293;2.1133060962968293
('EQIX', 'CIEN');-11.3902181860271;12.3902181860271
('EQIX', 'MO');-0.9035056254242715;1.9035056254242715
('EQIX', 'MCHP');2.90803775149528;-1.90803775149528
('EQIX', 'HUM');-0.3357821795650166;1.3357821795650167
('EQIX', 'BLDR');2.8502368527450215;-1.8502368527450217
('EQIX', 'HUBB');-3.905014622011432;4.905014622011432
('EQIX', 'WBD');2.295138036615868;-1.2951380366158678
('EQIX', 'TDG');-5.849024988125036;6.849024988125036
('EQIX', 'SYK');-3.627712994138814;4.627712994138814
('EQIX', 'NOW');3.3017576649920803;-2.3017576649920803
('EQIX', 'WDAY');5.558852431450126;-4.558852431450126
('EQIX', 'SNA');-4.4302481484530825;5.4302481484530825
('EQIX', 'ECL');-8.415854427512437;9.415854427512437
('EQIX', 'PNR');4.539795560188124;-3.539795560188124
('EQIX', 'CSGP');8.221734569005932;-7.221734569005932
('EQIX', 'EXPD');-23.728434281838215;24.728434281838215
('EQIX', 'DECK');-2.756885975146268;3.756885975146268
('EQIX', 'DHI');30.695227386256825;-29.695227386256825
('EQIX', 'INVH');13.185651388311895;-12.185651388311895
('EQIX', 'WEC');-0.9887275930562405;1.9887275930562405
('EQIX', 'UBER');4.190481415653835;-3.1904814156538355
('EQIX', 'AME');-5.339660341963763;6.339660341963763
('EQIX', 'ACN');47.39563626740854;-46.39563626740854
('EQIX', 'CMG');-2.8669132278455844;3.8669132278455844
('EQIX', 'SHW');14.982114998105391;-13.982114998105391
('EQIX', 'AMAT');2.924388719808931;-1.9243887198089311
('EQIX', 'CCL');1.9350151922323597;-0.9350151922323597
('EQIX', 'MLM');9.004619172808397;-8.004619172808397
('EQIX', 'KLAC');2.6715062081896677;-1.6715062081896674
('EQIX', 'NXPI');3.112209289267748;-2.112209289267748
('EQIX', 'MRVL');1.774406551256174;-0.7744065512561739
('EQIX', 'XOM');-1.0684394574109195;2.0684394574109195
('EQIX', 'HOOD');2.6034529818154506;-1.6034529818154506
('EQIX', 'PCG');-1.0037522016516915;2.0037522016516913
('EQIX', 'MAS');5.279710569702393;-4.279710569702393
('EQIX', 'MAR');-11.522461398569066;12.522461398569066
('EQIX', 'SPGI');7.40651692381794;-6.40651692381794
('EQIX', 'MCO');8.863935628798965;-7.863935628798964
('EQIX', 'CAH');-0.8717311059028763;1.8717311059028763
('EQIX', 'GE');-7.123951684231211;8.12395168423121
('EQIX', 'NFLX');5.199797949661522;-4.199797949661522
('EQIX', 'LEN');8.613359696213156;-7.613359696213156
('EQIX', 'AOS');442.0702604169687;-441.0702604169687
('EQIX', 'JPM');-4.790266850475338;5.790266850475338
('EQIX', 'PH');7.102329302502099;-6.102329302502099
('EQIX', 'CNC');-0.797220499727908;1.797220499727908
('EQIX', 'PAYX');-7.560008437700191;8.56000843770019
('EQIX', 'COR');-0.2343266262290326;1.2343266262290327
('EQIX', 'FOXA');-2.938734429944683;3.938734429944683
('EQIX', 'VMC');29.11202206983536;-28.11202206983536
